2018-06-25 11:09:19.213713;{"average_price_thb": 3.785596597550645, "symbols_count": 600, "average_change_pct": 0.40063333333333306, "total_shares_value_thb": 11421055110.0};
2018-06-25 11:57:17.144179;{"average_price_thb": 3.8183578852424103, "symbols_count": 600, "average_change_pct": 0.4775833333333335, "total_shares_value_thb": 15179751930.0};
2018-06-25 12:15:03.491974;{"average_price_thb": 3.801240166775889, "symbols_count": 600, "average_change_pct": 0.41575, "total_shares_value_thb": 16453979120.0};
2018-06-25 12:15:04.196020;{"average_price_thb": 3.801240166775889, "symbols_count": 600, "average_change_pct": 0.41575, "total_shares_value_thb": 16453979120.0};
2018-06-25 12:15:35.392699;{"average_price_thb": 3.7887401667758893, "symbols_count": 600, "average_change_pct": 0.40105, "total_shares_value_thb": 16593730060.0};
2018-06-25 12:20:15.877877;{"average_price_thb": 3.794697738564602, "symbols_count": 600, "average_change_pct": 0.2818833333333332, "total_shares_value_thb": 17168310740.0};
2018-06-25 12:20:16.545984;{"average_price_thb": 3.794697738564602, "symbols_count": 600, "average_change_pct": 0.2818833333333332, "total_shares_value_thb": 17168310740.0};
2018-06-25 12:20:52.604892;{"average_price_thb": 3.8071956404820155, "symbols_count": 600, "average_change_pct": 0.2956166666666664, "total_shares_value_thb": 17248711410.0};
2018-06-25 12:20:53.804028;{"average_price_thb": 3.8071956404820155, "symbols_count": 600, "average_change_pct": 0.2956166666666664, "total_shares_value_thb": 17248711410.0};
2018-06-25 12:22:13.250516;{"average_price_thb": 3.807196784891195, "symbols_count": 600, "average_change_pct": 0.31083333333333313, "total_shares_value_thb": 17326056390.0};
2018-06-25 12:22:13.937029;{"average_price_thb": 3.807196784891195, "symbols_count": 600, "average_change_pct": 0.31083333333333313, "total_shares_value_thb": 17326056390.0};
2018-06-25 12:22:45.202999;{"average_price_thb": 3.8071971682308425, "symbols_count": 600, "average_change_pct": 0.31723333333333303, "total_shares_value_thb": 17412462290.0};
2018-06-25 12:23:16.057194;{"average_price_thb": 3.8071971682308425, "symbols_count": 600, "average_change_pct": 0.31723333333333303, "total_shares_value_thb": 17412462290.0};
2018-06-25 12:24:51.446186;{"average_price_thb": 3.8134471980258877, "symbols_count": 600, "average_change_pct": 0.3834999999999998, "total_shares_value_thb": 17488359170.0};
2018-06-25 12:24:52.138313;{"average_price_thb": 3.8134471980258877, "symbols_count": 600, "average_change_pct": 0.3834999999999998, "total_shares_value_thb": 17488359170.0};
