2018-06-29 09:00:18.927764;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:00:50.210546;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:01:21.763032;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:01:53.497303;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:02:25.390269;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:02:56.961308;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:03:28.824899;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:04:00.496158;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:04:31.754818;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:05:03.078246;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:05:34.442627;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:06:06.008199;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:06:37.749341;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:07:09.030863;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:07:40.732208;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:08:12.221194;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:08:43.801726;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:09:15.093329;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:09:46.624157;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:10:18.207773;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:10:49.447945;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:11:21.080165;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:11:52.604863;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:12:23.870245;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:12:55.370620;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:13:26.905745;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:13:58.153925;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:14:29.425007;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:15:01.068549;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:15:33.101878;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:16:04.630610;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:16:35.824113;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:17:07.573611;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
2018-06-29 09:17:39.165623;{"average_price_thb": 0.0, "symbols_count": 600, "average_change_pct": 0, "total_shares_value_thb": 0.0};
